6	2.49E-44
8	2.05E-45
9	9.4E-46
10	5.39E-46
15	1.17E-46
20	5.66E-47
30      4.05E-47
50	5.26E-47
70	6.79E-47
100	9.12E-47
150	1.31E-46
200	1.72E-46
400	3.34E-46
1000	8.24E-46
10000	8.21E-45
1E6     8.21E-43
1E8     8.21E-41
